	entity_ner_class	count	ner_class	entity_name
143	six years,DATE	2	six years	DATE
3681	57%,PERCENT	2	57%	PERCENT
1511	40,000,MONEY	2	40,000	MONEY
3028	James Taylor,PERSON	2	James Taylor	PERSON
3029	Stuart Broad,PERSON	2	Stuart Broad	PERSON
3104	UCI,ORG	2	UCI	ORG
3537	144,200,CARDINAL	2	144,200	CARDINAL
1092	Penny Bernstock,PERSON	2	Penny Bernstock	PERSON
3538	nine-week,DATE	2	nine-week	DATE
1090	the Olympic Legacy,ORG	2	the Olympic Legacy	ORG
1614	1bn,MONEY	2	1bn	MONEY
2196	only three days,DATE	2	only three days	DATE
1055	Langdon Park,FAC	2	Langdon Park	FAC
3031	Neil Back,PERSON	2	Neil Back	PERSON
661	about 70%,PERCENT	2	about 70%	PERCENT
1113	Alan Wells,PERSON	2	Alan Wells	PERSON
1693	New South Wales,GPE	2	New South Wales	GPE
2671	over 100,CARDINAL	2	over 100	CARDINAL
2195	Experian,ORG	2	Experian	ORG
586	eight-minute,TIME	2	eight-minute	TIME
3032	Melton Mowbray,GPE	2	Melton Mowbray	GPE
2193	Covent Garden,GPE	2	Covent Garden	GPE
7	Anthony Vigor,PERSON	2	Anthony Vigor	PERSON
2694	Infinity,ORG	2	Infinity	ORG
2133	the Copper Box Arena,FAC	2	the Copper Box Arena	FAC
1116	Jamie Baulch,PERSON	2	Jamie Baulch	PERSON
2202	Samuel Tombs,PERSON	2	Samuel Tombs	PERSON
2203	Capital Economics,ORG	2	Capital Economics	ORG
2687	Games Makers,EVENT	2	Games Makers	EVENT
741	Sotherton,PERSON	2	Sotherton	PERSON
161	Mediterranean,LOC	2	Mediterranean	LOC
1050	Facebook,ORG	2	Facebook	ORG
3106	more than 70,000,CARDINAL	2	more than 70,000	CARDINAL
596	London House,FAC	2	London House	FAC
3695	between May 2008 and May 2016,DATE	2	between May 2008 and May 2016	DATE
3689	190,MONEY	2	190	MONEY
1606	half a dozen,CARDINAL	2	half a dozen	CARDINAL
1117	Lynn Davies,PERSON	2	Lynn Davies	PERSON
2197	the first 13,DATE	2	the first 13	DATE
1601	James Purnell,PERSON	2	James Purnell	PERSON
1517	52,MONEY	2	52	MONEY
2471	Karina Bryant,PERSON	2	Karina Bryant	PERSON
1612	29 August,DATE	2	29 August	DATE
2071	up to 8,000,CARDINAL	2	up to 8,000	CARDINAL
2566	four-fold,CARDINAL	2	four-fold	CARDINAL
3543	11 to 15-year-olds,DATE	2	11 to 15-year-olds	DATE
1605	Norfolk,GPE	2	Norfolk	GPE
3677	2011-12,DATE	2	2011-12	DATE
2563	the North Greenwich Arena,FAC	2	the North Greenwich Arena	FAC
3100	Pooley,PERSON	2	Pooley	PERSON
603	The Feeling,WORK_OF_ART	2	The Feeling	WORK_OF_ART
1705	Radio 4's,ORG	2	Radio 4's	ORG
602	Katherine Jenkins,PERSON	2	Katherine Jenkins	PERSON
3521	3.8 million,CARDINAL	2	3.8 million	CARDINAL
2136	Vince Macaulay,PERSON	2	Vince Macaulay	PERSON
382	Ken Livingston,PERSON	2	Ken Livingston	PERSON
2561	514,MONEY	2	514	MONEY
2062	the Ricoh Arena,FAC	2	the Ricoh Arena	FAC
3707	Jacques Chirac,PERSON	2	Jacques Chirac	PERSON
3112	More than half,CARDINAL	2	More than half	CARDINAL
3676	Taking Part,WORK_OF_ART	2	Taking Part	WORK_OF_ART
146	6 July,DATE	2	6 July	DATE
3708	40 years,DATE	2	40 years	DATE
3113	150 minutes,TIME	2	150 minutes	TIME
2191	William Jones,PERSON	2	William Jones	PERSON
3109	the past 12 months,DATE	2	the past 12 months	DATE
1105	the Lee Valley Regional Park,FAC	2	the Lee Valley Regional Park	FAC
1120	David Moorcroft,PERSON	2	David Moorcroft	PERSON
2478	only 5%,PERCENT	2	only 5%	PERCENT
3545	Emma Boggis,PERSON	2	Emma Boggis	PERSON
2141	the East London Royals,ORG	2	the East London Royals	ORG
148	7 July,DATE	2	7 July	DATE
2187	Exchequer,ORG	2	Exchequer	ORG
3116	almost a third,CARDINAL	2	almost a third	CARDINAL
925	Paul Goggins,PERSON	1	Paul Goggins	PERSON
10056	our Olympic Committee,ORG	1	our Olympic Committee	ORG
930	the Free Swimming Programme,ORG	1	the Free Swimming Programme	ORG
10063	Jenna McKenna-May,PERSON	1	Jenna McKenna-May	PERSON
10062	Park Lane,FAC	1	Park Lane	FAC
10061	Barkingside High Street,FAC	1	Barkingside High Street	FAC
10060	6.03pm,,TIME	1	6.03pm,	TIME
10323	Juan Mata,PERSON	1	Juan Mata	PERSON
1073	3%,PERCENT	1	3%	PERCENT
10079	the San Siro,FAC	1	the San Siro	FAC
10078	the Stadio Giuseppe Meazza,FAC	1	the Stadio Giuseppe Meazza	FAC
10021	more than 1.2 inches,QUANTITY	1	more than 1.2 inches	QUANTITY
10391	about £200m,MONEY	1	about £200m	MONEY
10077	Outinthesticks,ORG	1	Outinthesticks	ORG
927	Goggins,PERSON	1	Goggins	PERSON
10322	Romelu Lukaku,PERSON	1	Romelu Lukaku	PERSON
10064	Jenna,PERSON	1	Jenna	PERSON
10335	his days,DATE	1	his days	DATE
10058	the Copthorne Hotel,ORG	1	the Copthorne Hotel	ORG
10321	Marcus Rashford,PERSON	1	Marcus Rashford	PERSON
10390	32,500,CARDINAL	1	32,500	CARDINAL
10057	Kevin Keegan,PERSON	1	Kevin Keegan	PERSON
10022	the next 24 hours,TIME	1	the next 24 hours	TIME
10332	Pep Guardiola,PERSON	1	Pep Guardiola	PERSON
10398	about £290,MONEY	1	about £290	MONEY
10400	625,MONEY	1	625	MONEY
10401	Roy McNulty,PERSON	1	Roy McNulty	PERSON
1064	4,850,CARDINAL	1	4,850	CARDINAL
10023	Montreal Impact,ORG	1	Montreal Impact	ORG
10399	"£4.375bn

£2bn,MONEY"	1	"£4.375bn

£2bn"	MONEY
10072	Torino,ORG	1	Torino	ORG
10070	over 50 years,DATE	1	over 50 years	DATE
10073	DrAds,ORG	1	DrAds	ORG
10326	Anthony Martial,PERSON	1	Anthony Martial	PERSON
10074	a sad day,DATE	1	a sad day	DATE
10402	several billion,CARDINAL	1	several billion	CARDINAL
1068	Isle of Dogs,GPE	1	Isle of Dogs	GPE
1075	around £350,MONEY	1	around £350	MONEY
10328	Marouane Fellaini,PERSON	1	Marouane Fellaini	PERSON
10329	Jose Mourinho,PERSON	1	Jose Mourinho	PERSON
10392	260,MONEY	1	260	MONEY
10330	Fernando Felicevich,PERSON	1	Fernando Felicevich	PERSON
10067	68 years,DATE	1	68 years	DATE
10024	MLS,ORG	1	MLS	ORG
10396	about £350m.,MONEY	1	about £350m.	MONEY
1072	between 2005 and 2010,DATE	1	between 2005 and 2010	DATE
10395	£2.375bn - but,MONEY	1	£2.375bn - but	MONEY
10075	Denzel78,GPE	1	Denzel78	GPE
1086	The Olympic Park Legacy Company's,ORG	1	The Olympic Park Legacy Company's	ORG
10393	Moss Side,LOC	1	Moss Side	LOC
10065	an Allianz Arena,FAC	1	an Allianz Arena	FAC
10324	Paul Pogba,PERSON	1	Paul Pogba	PERSON
10076	Loftus Road,FAC	1	Loftus Road	FAC
10325	Jesse Lingard,PERSON	1	Jesse Lingard	PERSON
10331	January 22,DATE	1	January 22	DATE
10327	Nemanja Matic,PERSON	1	Nemanja Matic	PERSON
10342	the Hall of Fame,ORG	1	the Hall of Fame	ORG
10389	upwards of £2bn - which,MONEY	1	upwards of £2bn - which	MONEY
10037	12,672,CARDINAL	1	12,672	CARDINAL
911	June 2008,DATE	1	June 2008	DATE
10360	10-minute,TIME	1	10-minute	TIME
10038	22,822,CARDINAL	1	22,822	CARDINAL
10039	a year earlier,DATE	1	a year earlier	DATE
10040	13,132,CARDINAL	1	13,132	CARDINAL
10041	26,585,CARDINAL	1	26,585	CARDINAL
10359	45-minute,TIME	1	45-minute	TIME
10377	45 minutes,TIME	1	45 minutes	TIME
10378	7.46pm local time,TIME	1	7.46pm local time	TIME
10081	Frank McAvennie's,PERSON	1	Frank McAvennie's	PERSON
912	Terrence of Wogan,PERSON	1	Terrence of Wogan	PERSON
10379	1246 BST,TIME	1	1246 BST	TIME
10042	JRGordon1000,ORG	1	JRGordon1000	ORG
10030	19,416,CARDINAL	1	19,416	CARDINAL
915	18 million,CARDINAL	1	18 million	CARDINAL
10029	Roman Abramovich,PERSON	1	Roman Abramovich	PERSON
10043	the West Ham,ORG	1	the West Ham	ORG
10376	between 12 and 18,DATE	1	between 12 and 18	DATE
10031	20,572,CARDINAL	1	20,572	CARDINAL
10054	the Gateshead Millennium Bridge,FAC	1	the Gateshead Millennium Bridge	FAC
10375	115,CARDINAL	1	115	CARDINAL
10370	46 and 19 miles,QUANTITY	1	46 and 19 miles	QUANTITY
10369	5am,TIME	1	5am	TIME
10371	Richmond Park,FAC	1	Richmond Park	FAC
10368	around 160,CARDINAL	1	around 160	CARDINAL
10372	Prudential Ride London,EVENT	1	Prudential Ride London	EVENT
10367	four hours and 42 minutes,TIME	1	four hours and 42 minutes	TIME
10033	21,342,CARDINAL	1	21,342	CARDINAL
10366	Martin Johnson,PERSON	1	Martin Johnson	PERSON
10365	Laura Crane,PERSON	1	Laura Crane	PERSON
10373	French,LANGUAGE	1	French	LANGUAGE
10374	the Mexico Olympics,EVENT	1	the Mexico Olympics	EVENT
10364	Love Island,WORK_OF_ART	1	Love Island	WORK_OF_ART
10035	Division One,FAC	1	Division One	FAC
10363	David Seaman,PERSON	1	David Seaman	PERSON
10032	18,686,CARDINAL	1	18,686	CARDINAL
10036	20,608,CARDINAL	1	20,608	CARDINAL
10362	100, 46 and 19 miles,QUANTITY	1	100, 46 and 19 miles	QUANTITY
10356	Headley,LOC	1	Headley	LOC
10380	Hollywood,GPE	1	Hollywood	GPE
10381	Luc Besson,PERSON	1	Luc Besson	PERSON
10044	Roger Kint,PERSON	1	Roger Kint	PERSON
10345	the Pakistan Super League,ORG	1	the Pakistan Super League	ORG
910	Adlington,PERSON	1	Adlington	PERSON
10344	Quetta Gladiators,ORG	1	Quetta Gladiators	ORG
901	Arsene Wenger's,PERSON	1	Arsene Wenger's	PERSON
10343	Postman Pat,PERSON	1	Postman Pat	PERSON
10053	Waxi,ORG	1	Waxi	ORG
10034	17,694,CARDINAL	1	17,694	CARDINAL
10341	La Liga,ORG	1	La Liga	ORG
920	114,000,CARDINAL	1	114,000	CARDINAL
10387	Roger Draper,PERSON	1	Roger Draper	PERSON
10027	Cambridge University,ORG	1	Cambridge University	ORG
10339	Pat,PERSON	1	Pat	PERSON
10026	Montreal Expos,ORG	1	Montreal Expos	ORG
923	Wythenshawe,GPE	1	Wythenshawe	GPE
10388	the Olympic and Paralympic Games',EVENT	1	the Olympic and Paralympic Games'	EVENT
10337	Jimmy Bullard,PERSON	1	Jimmy Bullard	PERSON
924	Sale East,GPE	1	Sale East	GPE
10052	Disgusted of Luton,WORK_OF_ART	1	Disgusted of Luton	WORK_OF_ART
10383	1924,DATE	1	1924	DATE
10051	Stafford,GPE	1	Stafford	GPE
10047	Toronto,GPE	1	Toronto	GPE
10382	Chirac,PERSON	1	Chirac	PERSON
10355	Pebble Coombe,FAC	1	Pebble Coombe	FAC
10354	The Prudential Ride London,EVENT	1	The Prudential Ride London	EVENT
10045	The West Ham,ORG	1	The West Ham	ORG
10028	Barnet,ORG	1	Barnet	ORG
10352	2012 Games,EVENT	1	2012 Games	EVENT
10046	WHU647580,PERSON	1	WHU647580	PERSON
10351	100 miles,QUANTITY	1	100 miles	QUANTITY
10050	Noelw1969,ORG	1	Noelw1969	ORG
10048	Real Ale Madrid,PERSON	1	Real Ale Madrid	PERSON
10350	Scores,CARDINAL	1	Scores	CARDINAL
1085	1400,CARDINAL	1	1400	CARDINAL
918	73%,PERCENT	1	73%	PERCENT
10348	Roughly £8million,MONEY	1	Roughly £8million	MONEY
10347	the 26th minute,TIME	1	the 26th minute	TIME
10346	Sharjah,GPE	1	Sharjah	GPE
10080	almost seven decades,DATE	1	almost seven decades	DATE
10291	Mastermind,WORK_OF_ART	1	Mastermind	WORK_OF_ART
10318	Southgate,PERSON	1	Southgate	PERSON
10211	Sadler's Wells,FAC	1	Sadler's Wells	FAC
10218	the Natural History Museum,ORG	1	the Natural History Museum	ORG
10217	Albertopolis,FAC	1	Albertopolis	FAC
10216	the Royal Academy of Arts,ORG	1	the Royal Academy of Arts	ORG
10133	Sullivan and Gold,ORG	1	Sullivan and Gold	ORG
996	Scott Parker,PERSON	1	Scott Parker	PERSON
10134	Channel 5,ORG	1	Channel 5	ORG
10214	the National Trust,ORG	1	the National Trust	ORG
10135	Crabstix,GPE	1	Crabstix	GPE
10213	Simon Jenkins,PERSON	1	Simon Jenkins	PERSON
999	noon,TIME	1	noon	TIME
10136	Sport,ORG	1	Sport	ORG
1059	Canadians,NORP	1	Canadians	NORP
10221	£2.8billion boost,MONEY	1	£2.8billion boost	MONEY
1000	the end of the financial year,DATE	1	the end of the financial year	DATE
10138	that month,DATE	1	that month	DATE
10209	Startford,GPE	1	Startford	GPE
1057	the Politics Show,ORG	1	the Politics Show	ORG
10403	Roy,PERSON	1	Roy	PERSON
1005	Lane,FAC	1	Lane	FAC
10206	the V&A East,ORG	1	the V&A East	ORG
1006	the 2014-15 season,DATE	1	the 2014-15 season	DATE
1011	2012,ORG	1	2012	ORG
1012	the Olympic Route Network,ORG	1	the Olympic Route Network	ORG
10202	eight o’clock in the morning,TIME	1	eight o’clock in the morning	TIME
10220	Albert,PERSON	1	Albert	PERSON
10132	TNinfiniti,ORG	1	TNinfiniti	ORG
10317	Gareth Southgate,PERSON	1	Gareth Southgate	PERSON
10127	Brentwood,GPE	1	Brentwood	GPE
10238	up to three years,DATE	1	up to three years	DATE
10123	Deegee,GPE	1	Deegee	GPE
1060	October half,DATE	1	October half	DATE
10237	95 per cent,PERCENT	1	95 per cent	PERCENT
10125	1,000,MONEY	1	1,000	MONEY
10126	1,100,MONEY	1	1,100	MONEY
10236	nearly 3,000 flats,QUANTITY	1	nearly 3,000 flats	QUANTITY
10235	the 67 acres,QUANTITY	1	the 67 acres	QUANTITY
10234	four years on,DATE	1	four years on	DATE
10233	Maracana stadium,FAC	1	Maracana stadium	FAC
10232	theLLDC,ORG	1	theLLDC	ORG
984	£350m.,MONEY	1	£350m.	MONEY
10131	Whitecaps,ORG	1	Whitecaps	ORG
10230	£2.8bn boost,MONEY	1	£2.8bn boost	MONEY
10229	1826,DATE	1	1826	DATE
10228	up to 3,000,CARDINAL	1	up to 3,000	CARDINAL
10128	Mamadi,GPE	1	Mamadi	GPE
10227	60,000 ft sq,QUANTITY	1	60,000 ft sq	QUANTITY
10226	Smithsonian Institution,ORG	1	Smithsonian Institution	ORG
10225	Smithsonian Institute,ORG	1	Smithsonian Institute	ORG
10129	Davey C,PERSON	1	Davey C	PERSON
10130	North Vancouver,GPE	1	North Vancouver	GPE
987	Eastlands,ORG	1	Eastlands	ORG
10223	2021,DATE	1	2021	DATE
10200	South East,LOC	1	South East	LOC
10199	65 per cent,PERCENT	1	65 per cent	PERCENT
10141	Louis van Gaal,PERSON	1	Louis van Gaal	PERSON
10162	many years ago,DATE	1	many years ago	DATE
10181	Ian Stephens,PERSON	1	Ian Stephens	PERSON
10179	15.9million,CARDINAL	1	15.9million	CARDINAL
1041	last month's,DATE	1	last month's	DATE
10156	January 18,DATE	1	January 18	DATE
1043	Department of Education,ORG	1	Department of Education	ORG
10157	Burnley,ORG	1	Burnley	ORG
10158	Tony Pulis's,PERSON	1	Tony Pulis's	PERSON
10159	Mick McCarthy's,PERSON	1	Mick McCarthy's	PERSON
10160	Mick,PERSON	1	Mick	PERSON
1048	Vancouver Winter Games,EVENT	1	Vancouver Winter Games	EVENT
10161	George Graham's,PERSON	1	George Graham's	PERSON
10163	Deal,PERSON	1	Deal	PERSON
10142	Star Lord,ORG	1	Star Lord	ORG
10174	The billions of pounds,MONEY	1	The billions of pounds	MONEY
10173	Blueandproud,ORG	1	Blueandproud	ORG
10172	Andy Odysseos,PERSON	1	Andy Odysseos	PERSON
10164	2,561,CARDINAL	1	2,561	CARDINAL
10171	NCN Team,ORG	1	NCN Team	ORG
10170	Women and Kids Free,WORK_OF_ART	1	Women and Kids Free	WORK_OF_ART
10169	at least a year,DATE	1	at least a year	DATE
10165	3,265,CARDINAL	1	3,265	CARDINAL
10166	the following season,DATE	1	the following season	DATE
10168	Walid El-Saleh,PERSON	1	Walid El-Saleh	PERSON
10167	52 miles,QUANTITY	1	52 miles	QUANTITY
1035	British Paralympic Association,ORG	1	British Paralympic Association	ORG
10155	the last months of the season,DATE	1	the last months of the season	DATE
10153	Bilic,PERSON	1	Bilic	PERSON
10183	135,CARDINAL	1	135	CARDINAL
10143	Mick McCarthy,PERSON	1	Mick McCarthy	PERSON
10198	southerners,NORP	1	southerners	NORP
10144	seventies,DATE	1	seventies	DATE
10145	Eddie Howe,PERSON	1	Eddie Howe	PERSON
10146	Garry Monk,PERSON	1	Garry Monk	PERSON
10197	New Zealand's,GPE	1	New Zealand's	GPE
10147	Swansea,ORG	1	Swansea	ORG
10148	the last five months,DATE	1	the last five months	DATE
10196	45,000,CARDINAL	1	45,000	CARDINAL
10149	the end of last season,DATE	1	the end of last season	DATE
10194	the British Medical Journal,ORG	1	the British Medical Journal	ORG
1026	million more,CARDINAL	1	million more	CARDINAL
10192	Allyson Pollock,PERSON	1	Allyson Pollock	PERSON
1052	Jean Dupre,PERSON	1	Jean Dupre	PERSON
10191	14million,CARDINAL	1	14million	CARDINAL
1029	Sport Leaders UK,ORG	1	Sport Leaders UK	ORG
10189	£500million budget,MONEY	1	£500million budget	MONEY
10187	2.5million,CARDINAL	1	2.5million	CARDINAL
10151	Hornchurch,GPE	1	Hornchurch	GPE
10186	The Conservative Government,ORG	1	The Conservative Government	ORG
10185	about £1.1billion,MONEY	1	about £1.1billion	MONEY
1051	Canadian Olympic Committee,ORG	1	Canadian Olympic Committee	ORG
10184	4.2billion,MONEY	1	4.2billion	MONEY
10239	395,MONEY	1	395	MONEY
10240	770,MONEY	1	770	MONEY
10241	Triathlon,WORK_OF_ART	1	Triathlon	WORK_OF_ART
10290	that morning,TIME	1	that morning	TIME
10299	Nazis,NORP	1	Nazis	NORP
10298	Olympia,WORK_OF_ART	1	Olympia	WORK_OF_ART
1063	425,CARDINAL	1	425	CARDINAL
10297	1938,DATE	1	1938	DATE
10094	Kroenke,PERSON	1	Kroenke	PERSON
10296	Nuremberg,GPE	1	Nuremberg	GPE
10095	Perth,GPE	1	Perth	GPE
10295	Triumph of the Will,WORK_OF_ART	1	Triumph of the Will	WORK_OF_ART
937	The County Sports Partnerships,ORG	1	The County Sports Partnerships	ORG
10293	the Berlin Games,EVENT	1	the Berlin Games	EVENT
10292	Leni Riefenstahl,PERSON	1	Leni Riefenstahl	PERSON
1062	Mark Tewksbury,PERSON	1	Mark Tewksbury	PERSON
10283	Berlin Olympics,EVENT	1	Berlin Olympics	EVENT
10289	Salisbury,GPE	1	Salisbury	GPE
10097	Massachusetts,GPE	1	Massachusetts	GPE
10287	Angela Merkel,PERSON	1	Angela Merkel	PERSON
10098	PM61,ORG	1	PM61	ORG
10286	Valcke,PERSON	1	Valcke	PERSON
10099	The World Cup,EVENT	1	The World Cup	EVENT
950	just over seven million,CARDINAL	1	just over seven million	CARDINAL
10100	Ankyp4nky,ORG	1	Ankyp4nky	ORG
10101	Northampton,GPE	1	Northampton	GPE
952	700,000,CARDINAL	1	700,000	CARDINAL
10102	Steven,PERSON	1	Steven	PERSON
10092	Charlie Austin,PERSON	1	Charlie Austin	PERSON
10091	David Sullivan's,PERSON	1	David Sullivan's	PERSON
10090	Stan Kroenke,PERSON	1	Stan Kroenke	PERSON
10300	Kristallnacht,EVENT	1	Kristallnacht	EVENT
10316	West Brom,ORG	1	West Brom	ORG
10315	three minutes,TIME	1	three minutes	TIME
10082	Watford,ORG	1	Watford	ORG
10083	November 1985,DATE	1	November 1985	DATE
10314	Daniel Sturridge,PERSON	1	Daniel Sturridge	PERSON
10084	David Todman,PERSON	1	David Todman	PERSON
10313	the Russian Grand Prix,EVENT	1	the Russian Grand Prix	EVENT
10312	September 30,DATE	1	September 30	DATE
10085	1p more than the,MONEY	1	1p more than the	MONEY
10086	Tommy,GPE	1	Tommy	GPE
10311	Vladimir Putin's,PERSON	1	Vladimir Putin's	PERSON
10310	£6.8m,MONEY	1	£6.8m	MONEY
10087	Abramovich,PERSON	1	Abramovich	PERSON
10309	190,000,MONEY	1	190,000	MONEY
10308	hundreds of millions,CARDINAL	1	hundreds of millions	CARDINAL
10307	the Under 17 and Under 20 World Cups,EVENT	1	the Under 17 and Under 20 World Cups	EVENT
10088	Glazers,PERSON	1	Glazers	PERSON
10305	1.66 metres,QUANTITY	1	1.66 metres	QUANTITY
10304	between 14 and 15 hours,TIME	1	between 14 and 15 hours	TIME
10303	three-minute,TIME	1	three-minute	TIME
10089	Stevethevillafan,PERSON	1	Stevethevillafan	PERSON
10302	900,CARDINAL	1	900	CARDINAL
10301	Jews,NORP	1	Jews	NORP
10103	Carroll,GPE	1	Carroll	GPE
953	since 2005,DATE	1	since 2005	DATE
10242	less than £200,MONEY	1	less than £200	MONEY
10251	Suzanne Duffy,PERSON	1	Suzanne Duffy	PERSON
973	28,000-seater,QUANTITY	1	28,000-seater	QUANTITY
976	606,CARDINAL	1	606	CARDINAL
979	only a third,CARDINAL	1	only a third	CARDINAL
10255	849,CARDINAL	1	849	CARDINAL
10115	The Daily Mail,ORG	1	The Daily Mail	ORG
10254	the Sir Ludwig Guttmann Health and Wellbeing Centre,ORG	1	the Sir Ludwig Guttmann Health and Wellbeing Centre	ORG
10116	Beckenham,GPE	1	Beckenham	GPE
10117	Splat444,ORG	1	Splat444	ORG
10253	Chobham Academy School,ORG	1	Chobham Academy School	ORG
10252	44,DATE	1	44	DATE
10118	East Ham,GPE	1	East Ham	GPE
10250	1,050,000,MONEY	1	1,050,000	MONEY
10104	600,000,MONEY	1	600,000	MONEY
10249	259,CARDINAL	1	259	CARDINAL
980	£36m,MONEY	1	£36m	MONEY
10247	375,000,MONEY	1	375,000	MONEY
10119	Pink Panther,PERSON	1	Pink Panther	PERSON
10246	Summer of Sport,EVENT	1	Summer of Sport	EVENT
10120	the Bobby Moore Stand,FAC	1	the Bobby Moore Stand	FAC
10121	Joe Public,PERSON	1	Joe Public	PERSON
10245	Sundays,DATE	1	Sundays	DATE
981	15m and £20m.,MONEY	1	15m and £20m.	MONEY
10122	Dodger,GPE	1	Dodger	GPE
982	about £70,MONEY	1	about £70	MONEY
10259	seven minutes,TIME	1	seven minutes	TIME
970	the end of September,DATE	1	the end of September	DATE
10261	Albertopolis,GPE	1	Albertopolis	GPE
10114	Colombia,GPE	1	Colombia	GPE
10105	Neil Carson,PERSON	1	Neil Carson	PERSON
10281	the Concession Agreement,LAW	1	the Concession Agreement	LAW
10106	Richmond,PERSON	1	Richmond	PERSON
10280	Sadiq Khan's,PERSON	1	Sadiq Khan's	PERSON
10107	Goodwood,GPE	1	Goodwood	GPE
10108	Goliath,PERSON	1	Goliath	PERSON
10279	up to around £20m,MONEY	1	up to around £20m	MONEY
10278	169,CARDINAL	1	169	CARDINAL
10109	Boz59,ORG	1	Boz59	ORG
10277	March 2017,DATE	1	March 2017	DATE
10110	Boz,PERSON	1	Boz	PERSON
10111	Manchester City's,ORG	1	Manchester City's	ORG
10112	Howard Bernstein,PERSON	1	Howard Bernstein	PERSON
10274	around £20 million,MONEY	1	around £20 million	MONEY
10113	Zacc Xav,GPE	1	Zacc Xav	GPE
10272	E20,FAC	1	E20	FAC
10271	the London Stadium's,FAC	1	the London Stadium's	FAC
10270	just £2.5million,MONEY	1	just £2.5million	MONEY
10268	51million,MONEY	1	51million	MONEY
965	Economic Development, Culture, Sport and Tourism (EDCST) Committee,ORG	1	Economic Development, Culture, Sport and Tourism (EDCST) Committee	ORG
